unitid,institution name,year,institution name,IC2021.Open admission policy,IC2021.Institutional control or affiliation,IC2021.Religious affiliation,IC2021mission.Mission statement,IC2021mission.Mission statement URL (if mission statement not provided),HD2021.Institution size category,HD2021.State abbreviation,HD2021.FIPS state code,HD2021.Sector of institution,HD2021.Level of institution,HD2021.Control of institution,HD2021.Degree-granting status,HD2021.Historically Black College or University,HD2021.Tribal college,HD2021.Land Grant Institution,HD2021.Degree of urbanization (Urban-centric locale),HD2021.Institutional category,HD2021.Carnegie Classification 2021: Basic,,,,,,,,,,,,,,
183248,St Joseph School of Nursing,2021,St Joseph School of Nursing,Yes,Private not-for-profit (religious affiliation),Roman Catholic,"St. Joseph School of Nursing (SJSON) reflects the Mission of St. Joseph Hospital which is: We are a Catholic health ministry providing healing and care for the whole person in service to all our communities.  As part of a Catholic health ministry, our mission is to educate students, allowing them to go forth and provide healing and care for the whole person, in service to all in our communities.",,"Under 1,000",New Hampshire,New Hampshire,"Private not-for-profit, 2-year",At least 2 but less than 4 years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, associate's and certificates",Special Focus Two-Year: Health Professions,,,,,,,,,,,,,,
183257,Granite State College,2021,Granite State College,Yes,Public,Not applicable,,www.granite.edu/about/mission/,"1,000 - 4,999",New Hampshire,New Hampshire,"Public, 4-year or above",Four or more years,Public,Degree-granting,No,No,Not a Land Grant Institution,Town: Fringe,"Degree-granting, primarily baccalaureate or above",Master's Colleges & Universities: Small Programs,,,,,,,,,,,,,,
183275,Thomas More College of Liberal Arts,2021,Thomas More College of Liberal Arts,Yes,Private not-for-profit (religious affiliation),Roman Catholic,,https://thomasmorecollege.edu/about/mission/,"Under 1,000",New Hampshire,New Hampshire,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Midsize,"Degree-granting, primarily baccalaureate or above",Baccalaureate Colleges: Arts & Sciences Focus,,,,,,,,,,,,,,
183327,University System of New Hampshire System Office,2021,University System of New Hampshire System Office,Not applicable,Public,Not applicable,,,Not applicable,New Hampshire,New Hampshire,Administrative Unit,Four or more years,Public,Degree-granting,No,No,Not a Land Grant Institution,Town: Fringe,Not applicable,"Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
183488,Eastwick College-Hackensack,2021,Eastwick College-Hackensack,Yes,Private for-profit,Not applicable,Eastwick College prepares students for meaningful careers in a supportive environment that embraces diversity and promotes lifelong learning.  Eastwick College’s programs provide students with the skills and knowledge to meet the needs of employers and the community.,,"Under 1,000",New Jersey,New Jersey,"Private for-profit, 2-year",At least 2 but less than 4 years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, associate's and certificates",Associate's Colleges: High Career & Technical-Mixed Traditional/Nontraditional,,,,,,,,,,,,,,
183600,Assumption College for Sisters,2021,Assumption College for Sisters,Yes,Private not-for-profit (religious affiliation),Roman Catholic,"Impelled by Christ's love, Assumption College for Sisters, through education and community, forms servant leaders who transform lives.   Teach a Sister..Touch the World.",,"Under 1,000",New Jersey,New Jersey,"Private not-for-profit, 2-year",At least 2 but less than 4 years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, associate's and certificates",Associate's Colleges: High Transfer-High Traditional,,,,,,,,,,,,,,
183655,Atlantic Cape Community College,2021,Atlantic Cape Community College,Yes,Public,Not applicable,,www.atlantic.edu/about/mission.htm,"1,000 - 4,999",New Jersey,New Jersey,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,No,No,Not a Land Grant Institution,Rural: Fringe,"Degree-granting, associate's and certificates",Associate's Colleges: High Transfer-High Traditional,,,,,,,,,,,,,,
183725,Fortis Institute-Wayne,2021,Fortis Institute-Wayne,Yes,Private for-profit,Not applicable,"Fortis Institute believes that every student, who has motivation and dedication, is a potential graduate. Our goal is to give every student the opportunity, through an excellent educational environment, to develop well-rounded transferable job skills and good interpersonal skills, all of which are intended to aid the student in acquiring meaningful employment.",,"Under 1,000",New Jersey,New Jersey,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
183743,Bergen Community College,2021,Bergen Community College,Yes,Public,Not applicable,,bergen.edu/about-us/vision-mission-values/,"10,000 - 19,999",New Jersey,New Jersey,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, associate's and certificates",Associate's Colleges: High Transfer-High Traditional,,,,,,,,,,,,,,
183789,Berkeley College-Woodland Park,2021,Berkeley College-Woodland Park,Yes,Private for-profit,Not applicable,,berkeleycollege.edu/berkeley_bc/1989.htm,"1,000 - 4,999",New Jersey,New Jersey,"Private for-profit, 4-year or above",Four or more years,Private for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, not primarily baccalaureate or above",Master's Colleges & Universities: Small Programs,,,,,,,,,,,,,,
183804,Beth Medrash Govoha,2021,Beth Medrash Govoha,Not applicable,Private not-for-profit (no religious affiliation),Not applicable,"Beth Medrash Govoha is an institution of Higher Education that specializes in advanced Talmudic scholarship. Its primary objective is to produce Talmudic scholars and to thereby provide firm, lifelong foundations for its students, graduates and their communities. Beth Medrash Govoha strives to offer the broadest Talmudic curriculum available in any such institute in the world, providing its students with the opportunity to study almost any area in the widest spectrum of Talmudic study.    Beth Medrash Govoha is dedicated to helping its students achieve the highest level of scholarship along with intensive commitment to academic excellence in every area of Talmudic Studies.  This is achieved both through unique scope in the student body and through a broad array of Talmudic Studies programs, which surpass that of any other institute in the world.   Beth Medrash Govoha carries out its objectives through its undergraduate and graduate divisions and through its community based programs. The Beth Medrash Govoha undergraduate school is a five-year college; the Rabbi Aaron Kotler Institute for Advanced Learning is the graduate school. The undergraduate school is designed to provide the student with a thorough foundation in the core areas of Talmud, in accord with the classic model of such scholarship. The school also prepares students to integrate scholarly training into their personal and professional lives.  The Rabbi Aaron Kotler Institute for Advanced Learning promotes advanced scholarship and research in classical Talmudic and cognate studies. In addition, it is concerned with professional orientation by providing programs to prepare these scholars as teachers and administrators in secondary schools and institutions of higher Talmudic studies, and in other forms of community service. An integral part of the scholastic and professional aims is ethical and moral growth and maturity of the students, based on Jewish ethics and philosophy.",,"5,000 - 9,999",New Jersey,New Jersey,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,City: Small,"Degree-granting, primarily baccalaureate or above",Special Focus Four-Year: Faith-Related Institutions,,,,,,,,,,,,,,
183822,Bloomfield College,2021,Bloomfield College,No,Private not-for-profit (religious affiliation),Presbyterian Church (USA),"To prepare students to attain academic, personal and professional excellence in a multicultural and global society.",,"1,000 - 4,999",New Jersey,New Jersey,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Baccalaureate Colleges: Arts & Sciences Focus,,,,,,,,,,,,,,
183859,Brookdale Community College,2021,Brookdale Community College,Yes,Public,Not applicable,,www.brookdalecc.edu/about/vision-mission-values/,"5,000 - 9,999",New Jersey,New Jersey,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,No,No,Not a Land Grant Institution,Rural: Fringe,"Degree-granting, associate's and certificates",Associate's Colleges: Mixed Transfer/Career & Technical-High Traditional,,,,,,,,,,,,,,
183877,Rowan College at Burlington County,2021,Rowan College at Burlington County,Yes,Public,Not applicable,"Rowan College at Burlington County transforms lives by delivering innovative, high-quality and affordable educational experiences in an accessible and diverse environment.",,"5,000 - 9,999",New Jersey,New Jersey,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, associate's and certificates",Associate's Colleges: High Transfer-Mixed Traditional/Nontraditional,,,,,,,,,,,,,,
183910,Caldwell University,2021,Caldwell University,No,Private not-for-profit (religious affiliation),Roman Catholic,"Founded in 1939 by the Sisters of Saint Dominic, Caldwell University promotes intellectual, spiritual, and aesthetic growth to a diverse population and welcomes all cultures and faith traditions.  Inspired by St. Dominic de Guzman and our Catholic heritage, we transform students’ lives by preparing them through the liberal arts and professional studies to think critically, pursue truth, and contribute to a just society.",,"1,000 - 4,999",New Jersey,New Jersey,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Master's Colleges & Universities: Medium Programs,,,,,,,,,,,,,,
183938,Camden County College,2021,Camden County College,Yes,Public,Not applicable,,https://www.camdencc.edu/about-1/mission-and-goals/,"5,000 - 9,999",New Jersey,New Jersey,"Public, 2-year",At least 2 but less than 4 years,Public,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, associate's and certificates",Associate's Colleges: High Transfer-High Nontraditional,,,,,,,,,,,,,,
183974,Centenary University,2021,Centenary University,No,Private not-for-profit (religious affiliation),United Methodist,,www.centenaryuniversity.edu/about-centenary/about-centenary/,"1,000 - 4,999",New Jersey,New Jersey,"Private not-for-profit, 4-year or above",Four or more years,Private not-for-profit,Degree-granting,No,No,Not a Land Grant Institution,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Master's Colleges & Universities: Medium Programs,,,,,,,,,,,,,,
183983,Adult and Continuing Education-BCTS,2021,Adult and Continuing Education-BCTS,Yes,Public,Not applicable,,https://bcts.bergen.org/index.php/adult-ed-main-page,"Under 1,000",New Jersey,New Jersey,"Public, less-than 2-year",Less than 2 years (below associate),Public,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
184056,Lincoln Technical Institute-Iselin,2021,Lincoln Technical Institute-Iselin,Yes,Private for-profit,Not applicable,,https://www.lincolntech.edu/about/our-promise,"Under 1,000",New Jersey,New Jersey,"Private for-profit, less-than 2-year",Less than 2 years (below associate),Private for-profit,"Nondegree-granting, primarily postsecondary",No,No,Not a Land Grant Institution,Suburb: Large,"Nondegree-granting, sub-baccalaureate","Not applicable, not in Carnegie universe (not accredited or nondegree-granting)",,,,,,,,,,,,,,
